order_id,order_date,customer_id,region,product,category,quantity,amount_cents
862,2026-03-29,1015,eu-west,widget-pro,widgets,2,19998
863,2026-01-27,1008,eu-west,toolkit-deluxe,tools,5,119990
864,2026-01-14,1057,ap-south,gadget-mini,gadgets,5,7495
865,2026-01-31,1177,ap-south,toolkit-deluxe,tools,3,59997
866,2026-04-29,1106,us-east,toolkit-deluxe,tools,4,79996
867,2026-03-12,1190,eu-west,toolkit-deluxe,tools,1,15999
868,2026-03-21,1057,us-west,gadget-mini,gadgets,4,7192
869,2026-04-07,1189,eu-west,toolkit-deluxe,tools,5,99995
870,2026-04-10,1075,us-west,toolkit,tools,2,10996
871,2026-03-29,1044,us-west,gadget-pro,gadgets,2,20798
872,2026-02-18,1071,us-east,toolkit-deluxe,tools,4,63996
873,2026-01-17,1065,eu-west,toolkit,tools,5,22495
874,2026-03-01,1010,eu-west,widget-basic,widgets,2,4396
875,2026-03-18,1169,eu-west,widget-pro,widgets,5,39995
876,2026-04-12,1091,ap-south,gadget-mini,gadgets,5,7495
877,2026-03-09,1133,eu-west,widget-basic,widgets,2,3598
878,2026-02-23,1103,us-west,widget-basic,widgets,5,9995
879,2026-01-29,1084,eu-west,widget-basic,widgets,3,5397
880,2026-01-28,1135,eu-west,gadget-mini,gadgets,5,8990
881,2026-01-15,1114,us-east,gadget-pro,gadgets,3,42894
882,2026-01-06,1097,us-west,widget-pro,widgets,3,32994
883,2026-02-02,1006,ap-south,widget-basic,widgets,3,5997
884,2026-03-07,1114,eu-west,toolkit,tools,5,29990
885,2026-02-07,1082,us-east,gadget-pro,gadgets,2,28596
886,2026-01-13,1136,us-east,toolkit,tools,5,22495
887,2026-01-27,1175,us-east,widget-basic,widgets,2,4396
888,2026-01-27,1165,us-east,gadget-pro,gadgets,4,51996
889,2026-01-04,1009,us-west,widget-basic,widgets,3,5997
890,2026-01-07,1142,us-east,widget-basic,widgets,3,5397
891,2026-04-27,1099,us-west,widget-basic,widgets,4,7996
892,2026-02-25,1099,ap-south,gadget-pro,gadgets,1,12999
893,2026-03-10,1016,us-east,toolkit-deluxe,tools,5,79995
894,2026-03-31,1091,us-east,toolkit-deluxe,tools,1,23998
895,2026-02-07,1155,us-east,toolkit,tools,3,17994
896,2026-04-08,1101,eu-west,widget-basic,widgets,4,7996
897,2026-03-02,1056,us-east,toolkit-deluxe,tools,5,89995
898,2026-04-12,1075,ap-south,widget-pro,widgets,5,59990
899,2026-02-08,1002,us-west,toolkit-deluxe,tools,3,65994
900,2026-01-16,1146,us-west,toolkit,tools,1,3999
901,2026-03-10,1078,ap-south,toolkit,tools,1,4999
902,2026-01-28,1036,eu-west,widget-pro,widgets,5,49995
903,2026-01-29,1049,us-west,widget-pro,widgets,3,29997
904,2026-03-27,1013,us-west,widget-basic,widgets,5,11990
905,2026-03-24,1074,ap-south,toolkit,tools,1,4999
906,2026-02-02,1185,us-east,toolkit-deluxe,tools,2,31998
907,2026-02-12,1171,ap-south,toolkit,tools,2,9998
908,2026-01-13,1017,us-west,toolkit-deluxe,tools,5,99995
909,2026-03-04,1157,eu-west,widget-pro,widgets,3,29997
910,2026-03-30,1144,eu-west,toolkit-deluxe,tools,2,39998
911,2026-04-14,1043,eu-west,toolkit,tools,4,19996
912,2026-02-01,1182,eu-west,widget-basic,widgets,2,4796
913,2026-02-05,1034,ap-south,toolkit-deluxe,tools,3,71994
914,2026-04-23,1114,eu-west,toolkit-deluxe,tools,4,79996
915,2026-03-04,1044,eu-west,gadget-mini,gadgets,1,1499
916,2026-04-18,1137,us-east,toolkit-deluxe,tools,2,39998
917,2026-04-04,1186,eu-west,widget-pro,widgets,1,10998
918,2026-04-19,1148,us-east,widget-basic,widgets,1,1999
919,2026-04-09,1009,ap-south,toolkit,tools,2,9998
920,2026-03-11,1167,eu-west,toolkit,tools,4,19996
921,2026-02-20,1187,eu-west,widget-pro,widgets,5,44995
922,2026-03-01,1023,us-west,gadget-mini,gadgets,5,7495
923,2026-03-06,1157,eu-west,gadget-pro,gadgets,2,20798
924,2026-04-07,1114,us-west,toolkit-deluxe,tools,2,39998
925,2026-03-14,1188,us-west,widget-pro,widgets,2,19998
926,2026-02-15,1194,ap-south,toolkit-deluxe,tools,2,31998
927,2026-01-09,1059,us-west,gadget-pro,gadgets,3,38997
928,2026-03-08,1099,us-west,widget-basic,widgets,3,7194
929,2026-04-23,1166,ap-south,gadget-pro,gadgets,1,10399
930,2026-04-01,1189,us-east,gadget-mini,gadgets,3,4497
931,2026-02-18,1093,us-west,gadget-mini,gadgets,4,6592
932,2026-03-08,1057,us-east,toolkit,tools,4,19996
933,2026-02-15,1124,ap-south,toolkit,tools,3,17994
934,2026-03-06,1042,us-east,gadget-pro,gadgets,4,46796
935,2026-03-07,1054,us-east,widget-pro,widgets,3,32994
936,2026-01-21,1183,us-west,widget-pro,widgets,5,49995
937,2026-02-23,1184,us-west,widget-basic,widgets,3,7194
938,2026-03-28,1053,ap-south,widget-basic,widgets,4,7996
939,2026-03-24,1005,us-west,toolkit,tools,4,23992
940,2026-01-17,1041,us-east,widget-pro,widgets,5,49995
941,2026-04-25,1014,us-east,widget-pro,widgets,2,19998
942,2026-04-29,1103,eu-west,widget-pro,widgets,5,44995
943,2026-04-23,1021,us-east,toolkit,tools,3,16494
944,2026-03-19,1043,ap-south,widget-pro,widgets,4,39996
945,2026-03-18,1196,ap-south,widget-pro,widgets,5,44995
946,2026-01-22,1116,eu-west,widget-pro,widgets,3,32994
947,2026-01-30,1033,us-east,toolkit,tools,4,19996
948,2026-01-26,1175,us-east,widget-basic,widgets,5,9995
949,2026-03-19,1121,us-west,gadget-pro,gadgets,2,20798
950,2026-04-23,1128,us-east,toolkit,tools,5,29990
951,2026-03-03,1154,us-east,widget-basic,widgets,2,4396
952,2026-04-25,1133,us-east,toolkit,tools,4,23992
953,2026-04-22,1109,eu-west,gadget-pro,gadgets,5,51995
954,2026-04-12,1089,ap-south,widget-pro,widgets,4,47992
955,2026-02-24,1122,us-east,toolkit,tools,3,13497
956,2026-02-06,1104,us-east,widget-pro,widgets,5,49995
957,2026-01-01,1147,us-west,gadget-mini,gadgets,1,1648
958,2026-03-08,1167,us-east,toolkit,tools,4,15996
959,2026-02-22,1039,eu-west,widget-pro,widgets,1,9999
960,2026-02-03,1108,eu-west,gadget-pro,gadgets,5,77990
961,2026-03-20,1193,eu-west,toolkit,tools,4,19996
962,2026-03-12,1123,ap-south,widget-pro,widgets,5,59990
963,2026-03-13,1064,eu-west,widget-pro,widgets,4,39996
964,2026-04-10,1188,eu-west,gadget-mini,gadgets,4,6592
965,2026-04-06,1179,us-east,widget-pro,widgets,4,35996
966,2026-01-28,1086,us-east,widget-pro,widgets,4,39996
967,2026-01-21,1023,us-east,toolkit,tools,1,4999
968,2026-04-29,1022,ap-south,widget-pro,widgets,4,39996
969,2026-01-29,1155,eu-west,widget-basic,widgets,1,1999
970,2026-04-30,1167,ap-south,widget-basic,widgets,5,9995
971,2026-04-02,1198,eu-west,toolkit,tools,1,4999
972,2026-02-26,1168,ap-south,widget-pro,widgets,2,15998
973,2026-01-25,1130,eu-west,toolkit,tools,5,19995
974,2026-03-20,1092,us-west,toolkit,tools,1,4499
975,2026-01-21,1199,us-east,widget-pro,widgets,3,23997
976,2026-03-27,1150,eu-west,gadget-pro,gadgets,4,51996
977,2026-04-05,1023,us-east,widget-pro,widgets,1,10998
978,2026-04-03,1149,eu-west,toolkit,tools,5,29990
979,2026-04-15,1155,eu-west,gadget-mini,gadgets,2,2998
980,2026-04-30,1001,ap-south,widget-pro,widgets,5,49995
981,2026-02-22,1143,us-west,gadget-mini,gadgets,1,1499
982,2026-02-13,1065,eu-west,widget-basic,widgets,5,7995
983,2026-03-30,1144,eu-west,toolkit,tools,4,19996
984,2026-04-07,1174,us-west,gadget-pro,gadgets,4,51996
985,2026-03-03,1017,us-east,gadget-pro,gadgets,3,31197
986,2026-03-28,1080,us-west,gadget-pro,gadgets,2,28596
987,2026-03-08,1179,eu-west,gadget-pro,gadgets,1,12999
988,2026-02-06,1172,us-west,gadget-mini,gadgets,4,4796
989,2026-01-10,1121,eu-west,toolkit-deluxe,tools,2,39998
990,2026-01-28,1046,eu-west,gadget-mini,gadgets,3,4497
991,2026-03-05,1060,us-west,toolkit-deluxe,tools,2,43996
992,2026-04-22,1058,us-west,toolkit-deluxe,tools,2,39998
993,2026-04-18,1039,us-west,widget-pro,widgets,3,29997
994,2026-04-28,1157,us-east,widget-basic,widgets,4,6396
995,2026-04-19,1158,us-east,widget-basic,widgets,3,5997
996,2026-04-25,1125,ap-south,gadget-mini,gadgets,3,4497
997,2026-02-20,1032,eu-west,widget-pro,widgets,5,44995
998,2026-03-03,1128,ap-south,widget-basic,widgets,1,1999
999,2026-04-21,1117,ap-south,gadget-mini,gadgets,2,3296
1000,2026-02-10,1003,ap-south,widget-basic,widgets,1,2198
99001,2026-04-30,1099,us-east,widget-basic,widgets,1,-1500
99002,2199-12-31,1099,us-east,gadget-mini,gadgets,1,1499
